follower_count,likes,comments,shares,saves,hashtag_count,post_type,hour_of_day,day_of_week,account_age_days,reach,reach_tier
9621,81,5,3,3,9,reel,20,5,2384,3876,0
1000,20,1,0,1,16,reel,6,2,1225,3144,0
1380,58,4,1,2,29,reel,18,5,3185,7147,1
27944,853,42,26,71,24,image,5,0,168,22242,2
71911,3746,248,182,329,0,video,0,0,3072,75536,2
59665,6948,337,202,455,18,image,3,1,1322,45237,2
1000,25,1,1,2,10,video,9,2,3242,2027,0
13943,343,12,12,26,16,image,3,0,916,4355,1
50409,1915,44,83,186,13,image,18,4,1488,36214,2
1000,35,1,0,2,18,reel,2,0,406,2798,0
7988,317,20,14,32,23,image,23,0,2967,5152,1
13265,394,11,17,43,7,image,8,4,2574,8681,1
4715,263,19,10,17,11,reel,11,4,1393,8891,1
1000,33,0,1,3,1,image,17,4,2203,460,0
4508,375,8,15,16,10,image,16,6,397,4133,1
4495,120,5,3,12,30,image,20,5,2343,6617,1
6207,130,4,4,10,22,video,23,2,2161,6377,1
2938,56,1,2,2,20,reel,7,4,3179,5843,1
3650,152,3,6,13,26,reel,14,1,2189,6922,1
7544,173,8,5,7,17,reel,16,5,1162,5891,1
17969,641,22,21,70,2,image,18,5,2785,14005,2
4684,77,4,3,7,20,reel,6,3,2758,4861,1
3876,50,1,0,4,4,reel,23,3,3073,3940,0
9568,103,2,3,5,6,reel,5,4,2419,3827,0
1000,60,1,1,6,20,image,17,5,3271,2354,0
19123,239,6,10,25,28,video,21,6,2257,11597,1
8094,465,31,8,43,9,image,3,0,2572,7114,1
8703,240,11,7,15,9,video,12,4,3384,4652,1
45675,2159,123,32,158,20,reel,23,1,2299,30772,2
1000,74,5,2,4,9,reel,3,0,2176,2384,0
1000,16,0,0,1,5,reel,19,0,86,1923,0
13264,485,35,16,28,7,image,20,0,866,15324,2
7999,270,17,8,13,24,image,6,3,441,3932,0
11007,787,50,18,38,19,reel,16,5,1096,15016,2
3526,17,1,0,1,9,image,23,6,537,2756,0
26791,530,14,24,45,30,image,9,5,2278,8631,1
43423,922,48,35,96,10,image,1,4,968,38702,2
19363,796,39,8,90,21,reel,6,4,889,26263,2
5067,388,23,11,14,5,video,22,0,3264,4903,1
1000,63,2,2,2,29,image,22,5,1609,3732,0
32358,813,22,24,50,6,video,20,0,2659,35483,2
73065,3402,266,114,350,13,reel,13,5,245,106124,2
25853,1109,53,51,123,18,video,6,5,2322,12513,2
1663,66,2,2,2,16,image,14,1,3219,2038,0
27250,1350,37,17,75,18,image,20,0,480,13475,2
38137,1294,71,39,143,24,image,19,6,676,29334,2
134036,10740,310,374,878,25,image,1,1,2402,102506,2
1674,27,0,1,1,10,image,17,3,2275,1947,0
5390,189,14,3,9,19,reel,22,4,2673,8819,1
31103,1679,36,26,67,17,reel,3,3,961,45105,2
8985,797,24,27,31,13,image,14,1,1145,6582,1
1084,49,2,1,4,15,video,14,3,303,2511,0
17091,998,32,20,94,24,image,12,3,912,8582,1
22961,2029,62,96,127,21,image,18,3,2355,29236,2
9493,835,44,18,70,0,video,23,2,2515,7957,1
12031,444,27,5,19,1,image,15,0,2068,4864,1
5086,124,5,1,3,21,image,0,2,465,4895,1
115948,3409,227,61,132,16,image,12,2,3157,27132,2
1601,111,7,1,4,16,reel,12,1,2136,4526,1
2815,43,2,1,5,26,video,6,0,158,4179,1
8264,484,26,6,24,6,image,17,2,3561,4939,1
39423,2300,158,74,96,7,image,13,6,2150,29659,2
1000,22,0,0,2,19,image,2,1,119,1682,0
1000,14,0,0,0,24,image,18,4,1500,3264,0
1000,60,1,2,2,30,image,0,6,690,3018,0
8594,102,3,5,5,28,video,20,6,49,12786,2
1082,50,3,1,2,10,video,14,2,1949,2085,0
4055,216,4,5,8,5,video,23,0,106,4287,1
26648,1096,42,40,99,19,image,8,5,286,19507,2
2553,148,4,3,10,5,reel,5,2,1823,2352,0
12287,752,40,30,32,13,reel,11,2,2592,13135,2
4727,106,7,3,10,9,image,19,5,1332,4687,1
27168,1709,74,30,54,12,image,14,1,322,19574,2
19057,466,32,12,32,27,reel,10,3,2613,17867,2
2332,100,4,4,4,9,video,9,3,723,2348,0
5981,103,7,3,3,26,video,18,5,904,8736,1
53036,1717,121,65,136,7,reel,5,5,2013,57359,2
16449,451,13,17,19,9,image,0,2,726,4412,1
1000,49,3,1,1,7,image,5,0,2982,1087,0
26373,920,29,20,67,23,reel,5,1,2925,25025,2
1150,42,2,1,4,24,video,4,1,1358,3366,0
103004,3945,125,57,290,1,image,7,5,2684,34576,2
51194,3495,150,118,129,10,image,17,5,234,51573,2
13654,724,57,10,41,29,reel,5,0,3010,19892,2
10753,381,25,17,26,16,reel,3,2,1289,7146,1
5562,193,10,7,10,5,image,9,1,3485,4510,1
27483,329,25,5,19,6,image,23,5,296,20031,2
4157,94,3,3,7,14,video,22,5,772,4886,1
12382,971,29,37,111,6,image,0,0,712,12405,2
38928,2676,186,104,274,13,image,0,4,2276,32865,2
2947,149,3,3,7,18,reel,7,5,1725,3659,0
2672,41,2,1,4,14,reel,3,0,146,3120,0
1000,17,0,0,1,18,reel,19,4,3219,3110,0
1192,23,0,0,2,1,image,3,3,1281,428,0
1000,114,4,3,9,15,image,2,1,3265,1897,0
30142,340,13,6,30,1,reel,5,6,1322,7747,1
210248,14530,502,653,909,21,reel,14,0,2579,213880,2
105407,3826,101,185,360,16,video,3,3,3516,66768,2
1000,24,0,0,1,19,image,6,6,3080,2116,0
29873,1287,85,30,110,10,reel,12,2,2528,32962,2
104798,1420,67,26,112,6,image,23,2,1966,49439,2
3560,83,2,3,2,21,reel,20,5,2967,7393,1
9726,420,10,6,30,1,video,5,1,3490,4959,1
1000,31,1,1,1,14,image,6,3,1839,2129,0
13096,873,36,37,39,8,image,1,1,3052,6672,1
1194,32,1,0,2,11,image,7,0,53,1607,0
11606,1275,33,52,84,13,reel,14,2,2409,15216,2
1000,34,2,0,1,14,image,12,0,3495,1867,0
21528,730,26,17,30,6,video,9,3,877,8479,1
51232,904,42,41,64,3,image,0,3,2954,28706,2
1978,45,2,1,5,14,video,21,3,2785,2673,0
1046,74,2,0,5,8,video,9,6,576,1787,0
1000,31,0,1,3,1,image,21,5,3198,814,0
5016,215,9,7,15,26,image,17,3,2214,3385,0
2844,228,12,8,10,14,image,19,1,1763,4332,1
1000,28,1,0,0,2,reel,10,1,1025,1157,0
18314,540,22,20,34,10,image,3,5,1346,11827,1
3604,302,22,6,34,3,image,5,5,1810,4143,1
1168,41,2,1,2,29,video,15,6,1350,3487,0
2986,190,11,3,12,14,image,14,6,1639,2903,0
55734,1549,33,53,143,27,reel,2,0,2753,41731,2
23987,679,50,28,65,10,image,20,5,765,17686,2
6412,96,3,1,8,29,reel,0,5,3469,11560,1
24695,641,25,7,38,28,video,11,1,1294,16587,2
1002,50,2,2,5,20,video,4,1,1480,2596,0
8589,822,63,18,50,12,image,4,6,1551,10703,1
10563,743,30,17,41,30,image,11,3,415,10862,1
3478,13,0,0,1,17,image,7,4,1975,1755,0
17744,244,18,7,27,5,reel,10,0,182,7363,1
1988,18,1,0,2,2,reel,22,4,2986,809,0
20285,818,48,33,63,16,image,18,2,3041,10471,1
21880,883,39,15,95,7,reel,7,5,1183,16857,2
1000,37,1,1,1,23,video,12,0,1155,3306,0
69047,1443,111,58,158,17,reel,8,6,936,49350,2
1000,22,0,0,2,14,reel,6,1,3010,2657,0
2673,95,6,3,6,8,reel,10,2,3565,2869,0
51309,814,45,29,42,6,video,3,0,449,36075,2
4577,573,44,28,56,6,video,5,0,522,6155,1
1000,35,1,1,2,20,video,13,6,172,2868,0
1131,17,0,0,2,24,image,17,4,1602,2047,0
51453,1380,92,48,147,30,image,16,6,1151,32854,2
1000,39,3,1,3,20,reel,23,5,1471,3783,0
61832,2881,214,114,172,16,image,5,4,1173,38435,2
7337,117,4,3,11,21,image,2,4,2022,4438,1
1000,32,1,1,3,7,image,15,2,3642,1056,0
2836,216,14,4,14,27,video,13,4,3556,6057,1
1298,49,2,2,1,1,image,20,6,894,582,0
38530,1641,33,36,157,28,reel,3,1,3079,25055,2
30283,799,22,9,45,3,reel,5,6,2714,23815,2
1000,10,0,0,0,29,image,9,3,3322,2505,0
3918,141,4,6,4,24,image,19,5,3364,6079,1
1713,90,3,3,5,13,image,4,2,395,2166,0
83143,3572,278,98,271,15,image,22,4,2863,38363,2
1000,24,1,1,0,9,image,2,3,2778,1421,0
145453,887,20,17,71,6,image,22,2,3557,37461,2
7631,276,15,5,30,9,video,16,0,2759,3552,0
1000,86,3,1,7,26,image,3,6,636,2417,0
2394,31,2,0,2,7,image,23,4,1243,2048,0
1914,66,4,2,3,13,reel,1,3,2504,3176,0
1000,72,1,1,5,21,reel,9,3,1197,3853,0
9611,830,65,12,69,24,image,17,4,1920,8554,1
1000,99,2,2,10,9,video,8,0,2212,2242,0
1000,30,1,0,3,25,image,9,1,3180,2493,0
4091,219,16,7,15,5,reel,6,6,541,3859,0
1000,110,7,3,5,22,reel,4,0,2720,4269,1
2092,149,4,2,13,3,video,13,0,3371,2281,0
1577,61,1,0,7,30,video,10,6,2850,4544,1
1688,35,0,1,4,3,reel,19,5,35,2447,0
297073,4896,136,200,585,27,image,13,4,1428,179214,2
8969,469,11,13,24,23,reel,12,6,1961,11018,1
12602,339,7,11,35,3,image,3,4,2481,3088,0
1000,39,2,1,1,24,image,6,0,2923,2753,0
2497,142,3,5,4,10,video,0,0,3221,2995,0
11938,341,15,7,30,30,image,23,6,2986,10939,1
1281,63,3,2,2,29,image,18,2,744,4194,1
41544,5945,124,189,386,28,image,6,2,2434,46858,2
1000,70,4,2,2,20,reel,10,1,143,3640,0
4839,126,8,4,4,27,image,13,5,511,5310,1
2821,151,7,4,7,13,image,5,5,1157,2410,0
10891,86,4,3,6,1,image,3,4,2321,3743,0
2558,67,4,1,4,26,reel,22,3,3155,6057,1
4976,107,5,2,8,1,image,8,4,2703,2439,0
5297,162,8,2,14,19,video,18,2,1713,8202,1
2160,97,6,3,2,16,image,15,2,354,2124,0
19402,498,34,10,52,11,video,9,1,960,13721,2
12445,608,25,16,21,22,reel,14,3,2388,17434,2
6908,43,1,1,4,8,image,6,2,3327,3722,0
3733,32,2,0,3,28,image,6,1,461,2592,0
33988,779,41,7,86,26,image,17,2,182,25590,2
5300,125,7,4,9,28,image,18,4,1907,7875,1
4665,141,3,3,13,26,reel,17,5,2950,6658,1
9783,361,9,4,16,25,image,16,5,820,8731,1
171760,5083,263,111,581,28,reel,21,5,2923,175483,2
1000,37,2,0,1,28,image,7,6,3632,2594,0
32394,681,26,13,54,24,image,0,2,1909,15337,2
1000,4,0,0,0,24,reel,6,6,2565,3740,0
11981,1036,67,22,105,5,reel,15,2,985,16827,2
138019,3941,263,116,382,5,image,14,5,2570,98469,2
19527,338,23,6,20,12,reel,6,6,1603,9464,1
11016,864,30,41,38,11,image,18,5,2929,9209,1
2954,46,1,1,4,10,reel,23,2,1312,3205,0
8568,141,3,3,16,9,image,2,2,2104,2602,0
5147,199,8,7,7,7,image,0,4,543,3858,0
1968,49,1,1,4,17,reel,16,6,2422,4432,1
4808,163,10,2,12,24,image,11,0,2184,3744,0
11580,455,31,12,26,25,video,16,1,1349,13718,2
2036,100,3,3,3,3,reel,17,3,738,2066,0
1898,26,1,0,2,16,image,0,5,3476,2456,0
1000,59,3,1,2,14,reel,18,1,3636,2949,0
16371,597,38,23,63,24,video,4,3,1838,19648,2
21624,394,30,18,21,26,image,15,1,2109,12226,2
12295,36,1,1,2,10,image,23,4,2334,7991,1
46041,658,22,21,36,24,image,11,1,453,26037,2
9491,56,3,1,5,18,image,8,0,931,8298,1
16409,883,22,27,35,8,image,21,3,2255,10304,1
14001,489,32,12,29,17,reel,10,0,2276,14267,2
6872,550,15,21,41,1,image,13,2,1406,3178,0
3116,90,4,1,7,1,image,4,6,1854,1961,0
436033,7129,395,326,585,12,reel,12,5,702,275551,2
3592,113,7,2,4,29,image,1,4,2670,4158,1
2444,106,2,1,3,18,reel,20,3,1106,5651,1
17698,1031,71,21,52,20,video,14,5,3618,17720,2
12750,411,29,17,13,26,reel,10,0,956,21648,2
1000,49,3,1,2,13,reel,17,3,184,2938,0
61133,1747,133,60,61,16,image,14,3,2139,51600,2
6839,257,18,6,19,8,video,10,0,590,3656,0
1096,31,2,1,1,8,image,7,0,1028,1340,0
68858,2521,138,84,169,28,video,1,3,1928,42875,2
24989,656,44,32,65,21,image,5,1,203,21771,2
1000,53,4,1,5,4,image,9,6,851,1004,0
198576,11720,682,281,944,12,image,11,0,2991,162302,2
26524,1376,47,24,45,23,reel,23,0,985,20410,2
7955,103,3,2,8,25,image,8,5,1063,3872,0
141831,5672,384,246,299,20,reel,11,2,1621,141183,2
10793,239,18,4,19,0,reel,0,3,1133,4232,1
7703,217,7,10,24,11,image,2,1,3464,5408,1
2468,45,3,0,3,12,image,11,0,1599,1408,0
23094,1223,44,51,140,5,video,8,5,824,14962,2
19108,885,39,33,43,13,reel,15,3,2902,17050,2
8320,191,14,8,10,11,reel,20,2,105,6278,1
1954,43,3,1,1,18,image,1,1,2257,1922,0
10238,937,50,34,34,9,reel,3,0,1777,15564,2
7146,79,6,0,2,11,image,13,5,347,3970,0
1000,22,1,0,2,26,image,2,0,911,2482,0
1000,33,2,1,2,12,video,7,6,1694,1807,0
22410,650,46,9,74,5,reel,16,3,132,26280,2
1000,103,4,4,11,22,image,0,1,2769,2413,0
11728,365,7,8,35,8,reel,14,6,2955,15233,2
3427,97,2,2,10,5,image,2,1,177,2260,0
85378,5072,124,182,272,23,image,18,2,1419,43569,2
3333,155,5,2,16,7,reel,17,4,176,4860,1
26557,195,4,6,17,0,video,1,0,622,15190,2
3966,109,3,5,9,3,image,12,4,2571,3258,0
9944,450,24,6,38,23,reel,11,1,1188,10532,1
30525,2070,58,41,230,7,image,22,5,1846,29156,2
3524,85,3,0,9,12,image,0,3,993,2568,0
48717,1203,40,36,55,15,image,16,4,623,17551,2
1354,70,1,2,2,8,reel,13,3,3109,2562,0
13770,201,12,9,10,5,image,23,1,2457,8326,1
42648,1695,124,41,174,2,image,17,2,3160,24149,2
26584,483,30,7,18,2,reel,6,5,326,30820,2
255148,13876,847,154,1242,28,image,2,3,793,123103,2
2050,27,2,0,1,30,image,13,1,1640,3853,0
1000,51,3,1,5,19,image,20,0,3641,2188,0
1353,13,0,0,1,14,reel,13,0,2998,3083,0
26603,328,10,6,24,25,image,13,5,1901,14570,2
19855,1430,83,58,91,25,image,12,6,671,20218,2
9740,138,8,4,14,13,video,8,3,3497,4212,1
1073,41,2,1,2,22,image,21,4,2165,2659,0
32220,1573,46,70,124,3,image,4,3,2856,23477,2
1000,36,2,1,4,5,video,12,2,1372,945,0
65258,1914,97,49,161,26,video,20,5,2782,34031,2
1388020,42567,3202,1015,4840,15,video,6,1,3264,1052741,2
15671,924,47,16,64,25,image,10,5,1562,9263,1
23146,2128,66,40,184,17,image,16,0,2371,20451,2
3337,105,4,3,12,3,image,3,4,2855,2711,0
1000,22,0,1,2,4,reel,6,3,1330,1350,0
2738,101,3,3,11,16,video,17,0,2397,3200,0
1133,14,1,0,1,3,image,2,6,1801,660,0
1000,24,1,0,0,26,video,9,1,2067,3073,0
179916,10299,318,371,548,8,image,14,4,1934,57107,2
13242,382,15,7,36,21,reel,20,3,843,18659,2
16049,1328,75,18,146,8,reel,3,5,3594,16585,2
4645,208,6,2,21,24,image,12,3,1171,5387,1
5936,410,9,18,23,8,image,17,4,2728,4037,1
45990,1896,137,47,162,16,image,9,5,2848,39325,2
7644,364,12,17,32,7,image,10,0,2615,3679,0
21062,173,13,5,11,27,image,11,1,782,13788,2
5694,213,4,8,17,16,image,20,3,3591,6668,1
4377,216,12,9,25,16,video,14,2,2278,5504,1
1000,73,4,3,5,9,image,9,0,584,1478,0
1000,21,0,0,0,5,image,0,4,2229,652,0
5060,192,11,3,14,23,image,9,0,1721,3402,0
8970,641,27,10,29,1,image,19,5,2535,9488,1
1000,37,1,1,3,1,video,10,1,3512,609,0
7615,604,43,9,67,20,video,9,4,946,6783,1
8926,220,16,7,19,19,image,17,6,3116,5126,1
1000,11,0,0,1,10,image,23,2,3103,1479,0
1560,69,4,3,6,23,reel,3,1,771,4928,1
16866,413,12,17,28,1,image,22,1,1100,4396,1
16263,323,7,12,25,13,image,8,3,1556,8638,1
1015,29,0,1,2,28,image,14,2,1069,2593,0
10777,376,21,4,24,9,image,6,6,710,9218,1
51038,3386,215,45,129,24,reel,0,5,2686,44073,2
32817,737,37,20,68,9,video,9,4,2567,10207,1
6825,138,10,6,4,7,image,21,2,2737,5484,1
3489,357,23,4,17,10,image,21,0,2265,3196,0
2610,43,1,1,3,8,video,9,1,708,2250,0
18808,1064,34,44,126,3,image,15,3,2134,14727,2
11512,143,7,3,8,28,reel,18,5,1971,17080,2
25157,1145,45,54,116,18,image,12,5,3299,16515,2
10274,288,5,13,19,29,reel,19,6,3207,20281,2
35375,965,20,11,48,19,image,3,3,393,21746,2
9607,283,12,9,9,27,video,22,3,1997,11621,1
33270,1718,88,27,65,12,image,13,1,3435,22747,2
38850,459,27,12,30,5,reel,3,4,2597,22633,2
1904,51,3,2,3,29,video,19,4,1784,4640,1
1000,12,0,0,1,25,video,22,0,2471,3179,0
130390,2118,148,100,75,28,image,8,2,127,34049,2
12861,221,9,11,12,28,image,11,6,1830,8031,1
1000,32,1,1,1,9,video,21,3,3342,2588,0
2242,234,7,5,25,16,image,12,3,1653,3389,0
32512,540,42,10,35,22,reel,8,0,3401,32706,2
4897,375,19,10,30,27,image,15,5,2921,5665,1
3223,178,6,3,16,3,video,3,6,3447,2752,0
100869,6347,402,68,343,28,image,8,6,556,70197,2
1230,44,2,0,1,23,video,19,6,3052,3261,0
1926,150,11,5,12,14,image,2,6,802,2243,0
11854,629,15,6,70,22,video,13,2,1038,12531,2
16363,408,16,8,45,8,reel,16,5,509,10655,1
19799,104,7,3,6,11,image,12,2,1067,8388,1
41782,271,12,4,14,6,reel,9,2,2362,25700,2
11584,318,12,7,19,11,reel,22,1,1217,5347,1
19553,562,31,6,29,9,image,19,0,118,5923,1
5081,174,10,2,20,18,image,19,4,846,6749,1
9071,962,24,18,31,13,reel,2,0,500,12136,1
9833,569,20,8,26,8,reel,23,1,3318,9095,1
11934,277,10,8,9,11,image,12,1,2758,3621,0
32551,630,21,9,67,17,reel,16,4,1966,10776,1
22010,933,40,20,67,24,image,9,3,3114,16677,2
8774,607,24,23,30,27,image,13,6,993,11186,1
1888,63,4,2,4,8,reel,17,4,3314,1962,0
9152,846,47,21,33,13,image,12,1,2826,7392,1
7704,84,3,3,3,22,reel,13,1,941,10152,1
11472,361,11,14,41,6,image,8,1,2302,4357,1
430088,38284,1731,1312,3546,22,image,23,3,3504,332491,2
3156,70,2,1,6,17,reel,4,0,1403,4587,1
17328,617,47,7,44,4,image,8,2,812,10071,1
55449,4561,138,120,337,20,reel,19,2,3340,106478,2
9666,170,12,5,16,4,reel,11,0,1170,6350,1
544771,21765,1239,1080,755,16,reel,0,6,2041,432694,2
4103,72,4,3,6,9,reel,2,2,379,4990,1
14521,558,40,8,44,0,reel,21,0,2304,8105,1
1923,47,3,2,2,20,image,23,5,3622,2297,0
4303,240,13,9,11,20,video,6,4,148,5155,1
12683,529,19,19,56,8,image,5,2,1055,4649,1
37173,1046,62,48,119,1,video,5,2,2310,23711,2
14391,337,6,7,13,27,reel,21,1,2185,14752,2
78151,1102,46,28,49,12,image,0,2,1524,53236,2
6829,369,26,16,33,26,reel,2,1,1171,8205,1
4456,143,7,2,14,12,image,8,1,2738,3729,0
1053020,33068,1178,1268,2454,22,video,23,2,1793,732298,2
16475,820,60,34,93,26,image,2,5,188,19739,2
2219,48,1,2,5,21,image,7,1,540,3245,0
2322,77,5,1,3,26,video,4,5,1427,4564,1
1485,69,4,2,2,2,video,7,5,2369,1190,0
43731,1942,55,26,73,24,reel,16,0,267,22597,2
4205,112,2,4,12,22,reel,4,1,3640,5985,1
10190,507,39,14,40,25,reel,9,4,3402,14893,2
7227,344,8,12,39,19,reel,3,1,277,7678,1
30232,678,53,29,64,6,reel,0,2,1550,12997,2
1764,62,2,1,5,18,image,11,4,1371,1876,0
1169,44,1,1,1,22,video,7,0,533,2794,0
12133,80,4,2,3,30,image,17,4,1896,5190,1
23902,678,33,23,77,23,image,0,2,2721,19059,2
14743,903,39,34,66,26,reel,1,5,1959,23529,2
1887,13,0,0,1,24,reel,21,1,3223,6632,1
27432,572,23,6,33,3,video,10,4,2352,24412,2
2123,41,0,0,3,24,video,20,5,2837,3861,0
3169,70,4,1,5,21,image,2,3,3092,2475,0
1481,25,1,0,0,5,reel,8,3,3109,1240,0
84295,2740,167,109,210,5,image,16,2,2094,72118,2
25340,2230,121,68,252,7,image,5,5,3096,15941,2
24076,281,15,2,19,18,image,5,2,1402,11032,1
76494,957,31,33,69,24,reel,2,6,3612,26209,2
1280509,32646,2483,769,3038,27,image,8,1,2417,534386,2
1000,68,3,2,6,4,video,16,2,1345,899,0
2145,77,5,1,8,30,image,7,3,244,3914,0
2672,113,7,1,7,3,image,2,3,1292,1806,0
1752,109,6,1,7,18,image,15,3,1775,2594,0
1164,28,1,0,2,30,image,16,6,434,3309,0
4725,136,2,5,15,12,video,9,3,2083,5229,1
1000,7,0,0,0,30,image,6,1,3135,2470,0
14810,393,23,4,33,19,image,17,2,1172,5851,1
8893,312,12,10,17,10,image,17,0,3399,3631,0
19261,1607,41,47,178,27,video,14,2,1511,24200,2
20209,473,24,19,21,0,reel,9,3,1052,9242,1
23990,1846,54,37,73,23,image,12,0,3060,13648,2
4137,451,17,17,30,12,image,3,3,2257,3643,0
368817,13127,657,463,1203,22,image,0,1,2288,103578,2
12356,120,3,4,4,0,reel,6,6,916,7541,1
1000,34,0,0,1,28,reel,12,0,2201,4213,1
1333,50,1,0,5,4,image,16,3,3151,789,0
1000,80,4,1,7,18,image,5,1,735,1829,0
8359,374,28,16,14,6,image,16,3,54,6266,1
6507,563,19,19,27,28,image,7,3,2803,5583,1
3487,62,3,2,5,26,image,14,3,2546,4906,1
302448,3334,104,103,135,25,image,2,3,766,125192,2
21767,450,26,5,13,11,image,7,3,1996,9135,1
29940,1839,51,43,219,5,image,4,2,469,24791,2
1516,104,7,3,8,0,image,15,6,1065,1015,0
1341,125,8,1,8,6,image,17,4,685,1780,0
8658,419,25,19,35,19,image,1,4,3372,4322,1
11063,444,9,5,40,10,reel,9,2,1328,8089,1
1000,78,5,2,5,2,image,14,5,1766,941,0
5857,166,4,3,14,30,image,17,4,899,6668,1
8310,757,39,33,70,27,reel,18,1,1929,17976,2
5501,190,12,8,8,13,image,18,3,2045,6357,1
1874,138,7,3,9,7,image,3,6,331,1501,0
3068,128,8,3,7,13,video,15,6,2872,4832,1
5893,188,11,9,19,7,image,19,6,1521,3092,0
9541,281,18,9,27,2,video,13,5,1723,4528,1
24067,1113,42,11,114,12,reel,21,6,605,33862,2
56700,3143,134,129,218,5,video,19,1,268,43566,2
4770,132,6,3,10,3,reel,23,6,2037,2418,0
3564,75,4,1,7,30,image,22,6,128,5080,1
17814,523,32,22,30,0,image,0,4,2124,7985,1
24331,445,23,21,52,25,image,9,4,2799,19388,2
3708,30,1,0,1,28,image,21,4,913,5871,1
33614,1558,45,39,122,13,reel,1,0,1064,47341,2
47252,9241,403,195,964,26,video,1,0,3446,76985,2
82870,3343,250,153,325,15,image,6,1,1686,40165,2
198983,4744,156,212,356,28,reel,9,1,1126,238293,2
1703,45,1,2,3,25,image,14,0,3239,2791,0
8308,610,39,7,53,20,reel,13,5,2398,12645,2
8269,350,11,4,24,17,image,17,0,2193,6120,1
6791,231,10,7,19,0,video,5,2,3575,5090,1
2518,49,3,0,4,8,video,11,0,2219,1502,0
1000,16,0,0,0,30,video,8,4,2939,3037,0
9574,959,71,19,88,28,reel,21,6,2573,17123,2
2032,52,3,1,1,21,video,21,4,2732,3032,0
9459,49,2,1,4,15,video,19,3,2506,6716,1
1940,121,9,5,5,12,reel,4,4,244,3856,0
1119,17,0,0,1,12,image,2,1,695,1430,0
12354,540,18,21,29,22,video,12,2,1927,8166,1
10632,447,26,13,26,8,reel,16,2,2597,6828,1
22987,658,35,14,56,17,image,19,6,2759,26110,2
414386,24923,873,857,1714,19,image,19,2,2949,416786,2
13347,373,15,15,27,20,image,5,1,2421,7820,1
19402,681,23,9,81,5,image,8,3,186,16978,2
1164,49,1,2,2,25,video,22,5,2085,3501,0
1000,30,1,0,1,13,video,16,2,2602,1498,0
139957,4742,357,165,368,29,image,23,0,3365,84121,2
1537,44,3,1,4,13,image,5,2,2242,1791,0
1237,99,5,3,5,24,image,6,5,2056,3505,0
7552,117,5,3,7,3,reel,15,6,600,5823,1
6888,415,9,9,43,27,reel,11,5,3063,13729,2
1596,48,2,1,3,0,image,23,3,1502,698,0
4679,246,14,10,26,17,image,0,6,3237,4137,1
74078,1499,100,74,53,23,reel,14,0,671,59476,2
1899,117,4,4,6,10,video,23,0,2876,2093,0
1000,49,3,2,3,29,image,12,4,1112,3405,0
44208,2047,144,77,83,20,video,3,5,572,33841,2
19655,808,20,32,59,27,image,1,1,3343,13679,2
2651,76,5,1,2,17,reel,10,2,2836,4735,1
1000,66,2,1,4,21,reel,18,1,3162,4184,1
2121,148,11,4,16,1,image,16,1,2880,1553,0
7343,317,18,10,36,2,video,2,0,2146,7213,1
66052,1616,72,54,94,17,reel,15,1,2469,38340,2
1254,129,5,6,3,11,image,21,4,211,2533,0
6959,253,13,11,28,12,reel,15,5,1375,10179,1
27316,719,50,30,58,19,image,6,6,1215,10254,1
1000,62,4,2,5,11,image,0,6,1076,1820,0
52094,1850,83,77,191,30,reel,13,1,1315,29551,2
1000,86,6,3,5,22,video,17,4,2386,2863,0
14729,69,3,1,4,18,image,20,2,2277,11653,1
12632,74,3,3,7,27,video,17,1,2672,6549,1
57082,803,27,17,59,0,video,11,4,1584,11053,1
21843,337,23,13,32,6,reel,13,2,3361,10674,1
1000,78,4,1,8,25,image,4,4,1886,2534,0
1973,103,4,3,6,24,video,17,1,1266,3296,0
10391,348,20,7,38,18,reel,15,2,3254,11038,1
5704,237,16,9,14,5,reel,0,0,1076,7088,1
19143,984,31,43,111,9,image,7,0,3021,10937,1
33552,1081,47,11,62,17,reel,3,5,2714,48088,2
24226,1689,72,24,86,2,image,23,6,3478,20846,2
5509,198,4,9,18,26,reel,1,0,3572,5111,1
1000,38,1,0,4,10,image,12,4,527,1571,0
3569,198,13,7,19,28,reel,7,4,1081,7592,1
17145,502,17,21,48,16,reel,22,1,1834,21624,2
1138,8,0,0,0,9,reel,4,2,1023,2487,0
25242,562,43,6,45,1,image,22,2,592,6121,1
41568,704,23,27,77,25,reel,4,0,3266,18965,2
10181,206,9,9,6,20,image,0,5,42,7697,1
1000,20,0,0,0,27,image,10,2,988,2175,0
1000,31,1,1,1,6,reel,11,3,3145,1321,0
241624,11748,574,247,1352,5,reel,14,0,1534,350484,2
3029,44,2,2,2,7,video,12,0,1003,2422,0
1000,40,2,0,2,11,image,13,4,3622,1477,0
74865,3462,230,76,114,11,video,7,2,2449,37564,2
8300,250,12,4,9,24,image,20,4,2929,8946,1
59212,526,38,25,43,29,image,13,6,1320,41897,2
13340,218,16,7,8,0,reel,9,6,934,13173,2
18497,502,29,9,55,16,video,1,0,1592,8272,1
15574,2060,45,31,226,19,image,9,2,3478,12980,2
28437,1093,72,49,93,7,image,10,1,2181,27128,2
488636,44889,3300,561,2947,12,image,0,1,3084,448507,2
46528,1878,100,67,206,22,image,19,3,3454,26146,2
1000,8,0,0,0,16,reel,18,3,3557,2947,0
18105,411,17,16,19,1,image,5,6,3432,11218,1
63238,1259,63,46,76,12,image,14,5,1489,26502,2
